trial_id,image_id,condition,concreteness,map_pcc,word_importance_pcc,importance_concatenate_pcc,word_rank_pcc,rank_concatenate_pcc
matched_abs_COCO_val2014_000000057495.jpg,val2014/COCO_val2014_000000057495.jpg,abs,2.635,0.20292835938665135,0.5221987436122578,0.2029989004319776,0.23636363636363644,0.20292680895008275
matched_con_COCO_val2014_000000057495.jpg,val2014/COCO_val2014_000000057495.jpg,con,4.417142857142857,0.08490027413172388,0.11923129908108321,0.08497610788270461,-0.26363636363636356,0.08489842580589094
matched_abs_COCO_val2014_000000314426.jpg,val2014/COCO_val2014_000000314426.jpg,abs,3.216666666666667,0.5214265746835306,0.3086613778202673,0.5214217871118444,0.5272727272727272,0.5214247824609637
matched_con_COCO_val2014_000000314426.jpg,val2014/COCO_val2014_000000314426.jpg,con,4.78,0.6120448349581092,0.4815215207342455,0.6120661427217607,0.36969696969696964,0.612042480836525
matched_abs_COCO_val2014_000000540159.jpg,val2014/COCO_val2014_000000540159.jpg,abs,3.28,-0.011490019904463848,-0.019161917763493755,-0.011453984131375152,0.06666666666666665,-0.01148653604090105
matched_con_COCO_val2014_000000540159.jpg,val2014/COCO_val2014_000000540159.jpg,con,4.785714285714286,0.22062852196871335,0.37817310463538445,0.22079394545605116,0.3272727272727271,0.22062984302887248
matched_abs_COCO_val2014_000000480407.jpg,val2014/COCO_val2014_000000480407.jpg,abs,3.4483333333333333,-0.10214011183463345,0.22717133165771075,-0.10200011643972634,0.2166666666666667,-0.10213927500259862
matched_con_COCO_val2014_000000480407.jpg,val2014/COCO_val2014_000000480407.jpg,con,4.864,-0.1307312861064584,0.06374314807382413,-0.1306302911854879,0.5238095238095238,-0.13072750652856555
matched_abs_COCO_val2014_000000020459.jpg,val2014/COCO_val2014_000000020459.jpg,abs,3.0557142857142856,0.2806982186372805,0.6141476373851955,0.28082455882666635,0.6904761904761905,0.2807013795049871
matched_con_COCO_val2014_000000020459.jpg,val2014/COCO_val2014_000000020459.jpg,con,4.37,0.45259260875028984,0.29514094525635676,0.4526021042659156,0.5833333333333333,0.4525930106328297
matched_abs_COCO_val2014_000000050352.jpg,val2014/COCO_val2014_000000050352.jpg,abs,3.36,0.5691482581598752,-0.055949539866187475,0.5690945953853415,0.03214285714285711,0.5691470627635503
matched_con_COCO_val2014_000000050352.jpg,val2014/COCO_val2014_000000050352.jpg,con,4.646,0.37948622629031986,0.45355140647332864,0.3795521543513383,0.23333333333333328,0.37948697374978174
matched_abs_COCO_val2014_000000390137.jpg,val2014/COCO_val2014_000000390137.jpg,abs,3.112,0.16538899414833635,0.4871722500449744,0.16550714963455126,0.3818181818181817,0.16539170782179188
matched_con_COCO_val2014_000000390137.jpg,val2014/COCO_val2014_000000390137.jpg,con,4.383333333333333,0.32725925643437276,0.36918787203489095,0.3273284182602592,-0.11666666666666667,0.3272521810575978
matched_abs_COCO_val2014_000000468277.jpg,val2014/COCO_val2014_000000468277.jpg,abs,3.61875,0.6082782006757999,0.34344156676269527,0.6082831664155156,0.5636363636363636,0.6082778301427201
matched_con_COCO_val2014_000000468277.jpg,val2014/COCO_val2014_000000468277.jpg,con,4.848,0.507113293445255,0.3482561807535969,0.5071353993152131,0.4666666666666666,0.5071128278570061
matched_abs_COCO_val2014_000000425898.jpg,val2014/COCO_val2014_000000425898.jpg,abs,3.1999999999999997,0.6120147796259616,0.04310898439021694,0.6119703629870324,0.04545454545454542,0.6120124594840383
