,Image,Condition,Human,CLIP
70,71,Concrete,0.9114968408223517,0.7605872388481084
71,72,Concrete,0.8042225121518757,0.5189158667419537
72,73,Concrete,0.8878869268035949,0.665725578769057
73,74,Concrete,0.8106514665516491,0.6668548842461886
74,75,Concrete,0.7952468182504567,0.6352343308865048
75,76,Concrete,0.9619544279358447,0.5482778091473743
76,77,Concrete,0.6194400090012977,0.4330886504799548
77,78,Concrete,0.6637748797864481,0.6149068322981367
78,79,Concrete,0.6535955955583465,0.551665725578769
79,80,Concrete,0.8644291685929484,0.5731225296442688
80,1,Abstract,0.7164809932739806,0.6329757199322417
81,2,Abstract,0.9189363541891225,0.6284584980237155
82,3,Abstract,0.9306348187681778,0.42631281761716544
83,4,Abstract,0.9012872230108101,0.7346132128740824
84,5,Abstract,0.909087326695577,0.6679841897233202
85,6,Abstract,0.8681870795139343,0.4782608695652174
86,7,Abstract,0.9207354179389512,0.4839073969508752
87,8,Abstract,0.8858416241165735,0.6160361377752682
88,9,Abstract,0.7514163434756389,0.7018633540372671
89,10,Abstract,0.7200806767618562,0.7334839073969509
90,11,Abstract,0.8863402715164712,0.365330321852061
91,12,Abstract,0.7866065001290717,0.5324675324675324
92,13,Abstract,0.8110615517770738,0.6578204404291361
93,14,Abstract,0.7425068817162415,0.5652173913043478
94,15,Abstract,0.8705695419961837,0.6905702992659515
95,16,Abstract,0.7280758993673844,0.603613777526821
96,17,Abstract,0.9353395177370201,0.7730095990965556
97,18,Abstract,0.8582052685837845,0.7515527950310559
98,19,Abstract,0.9006103234000382,0.6284584980237155
99,20,Abstract,0.782792744476689,0.5539243365330322
100,21,Abstract,0.9463569692538193,0.6194240542066629
101,22,Abstract,0.6126124901582174,0.35177865612648224
102,23,Abstract,0.885249289468214,0.48842461885940147
103,24,Abstract,0.7645435598890017,0.2077922077922078
104,25,Abstract,0.8604282348100234,0.41953698475437606
105,26,Abstract,0.8839746850916544,0.5471485036702428
106,27,Abstract,0.8255891336755025,0.37888198757763975
107,28,Abstract,0.7758554984504882,0.4827780914737436
108,29,Abstract,0.8703730599336881,0.515527950310559
109,30,Abstract,0.7938050841476867,0.6408808582721626
110,31,Abstract,0.7479461999011086,0.5945793337097685
111,32,Abstract,0.9066581850313884,0.709768492377188
112,33,Abstract,0.892745140925587,0.7086391869000565
113,34,Abstract,0.890836144804747,0.3709768492377188
114,35,Abstract,0.8354739819611854,0.6352343308865048
115,36,Abstract,0.8380119024329368,0.6318464144551101
116,37,Abstract,0.8706432193335046,0.5561829474872954
117,38,Abstract,0.5427226268602481,0.5335968379446641
118,39,Abstract,0.7709627886481026,0.6476566911349521
119,40,Abstract,0.8468170848673191,0.44889892715979673
120,41,Abstract,0.9147899949191757,0.6487859966120836
121,42,Abstract,0.8940591474278785,0.5663466967814794
122,43,Abstract,0.980356638653594,0.6871823828345568
123,44,Abstract,0.8582465524755867,0.5471485036702428
124,45,Abstract,0.8100224431642538,0.7255787690570299
125,46,Abstract,0.8953367850279105,0.5369847543760587
126,47,Abstract,0.842649040030106,0.4590626764539808
127,48,Abstract,0.9694446502820798,0.8023715415019763
128,49,Abstract,0.7349230124469128,0.6239412761151891
129,50,Abstract,0.4977020994777551,0.21287408243929984
130,51,Abstract,0.914325864067574,0.7459062676453981
131,52,Abstract,0.8148408859864644,0.365330321852061
132,53,Abstract,0.6012503434440696,0.5098814229249012
133,54,Abstract,0.92111961291308,0.7967250141163185
134,55,Abstract,0.894759393506847,0.8306041784302653
135,56,Abstract,0.8574067681915669,0.37549407114624506
136,57,Abstract,0.8015847841028823,0.5381140598531903
137,58,Abstract,0.732259052870505,0.6725014116318464
138,59,Abstract,0.7370028228251139,0.37210615471485037
139,60,Abstract,0.7970046842159934,0.6431394692264257
140,61,Abstract,0.206776652802038,0.5290796160361377
141,62,Abstract,0.6564557859870388,0.40146809712027104
142,63,Abstract,0.8682376115507404,0.6092603049124788
143,64,Abstract,0.8675982065263208,0.7707509881422925
144,65,Abstract,0.8687486180390828,0.18690005646527386
145,66,Abstract,0.7747272273181719,0.3867871259175607
